gender,age,income,marital_status,immigration_status,education,job_status,country,crime_risk
Male,18.0,19103.227919138968,Married,citizen,secondary,Employed,Africa,1
Female,70.0,8957.118668956917,Single,Asylum_seeker,PhD,Employed,EU,1
Male,27.09069611402591,6418.444156254578,Divorced,citizen,secondary,Unemployed,Asia,1
Male,19.741070590043687,16880.446152193355,Married,naturalised,higher,Unemployed,Asia,0
Male,18.0,14477.791680896595,Married,Asylum_seeker,secondary,Employed,Asia,1
Male,18.0,16331.716013977031,Married,citizen,secondary,Retired,Asia,1
Male,70.0,11253.509316665039,Married,naturalised,higher,Employed,North_America,0
Male,18.0,10681.573541273958,Divorced,Asylum_seeker,higher,Unemployed,Arab_Middle_East,1
Male,18.0,5407.848803149587,Divorced,citizen,primary,Retired,Asia,1
Female,18.0,8227.685355106529,Married,citizen,higher,Others,EU,1
Male,25.072575613435735,17004.67549690619,Single,naturalised,primary,Employed,Africa,1
Male,18.107419564873968,52509.38499538617,Divorced,citizen,PhD,Retired,South_America,1
Female,70.0,17626.31155727163,Single,citizen,secondary,Employed,EU,0
Male,70.0,116196.27561026279,Single,citizen,higher,Unemployed,South_America,1
Male,70.0,10040.179610335168,Married,citizen,secondary,Employed,Africa,0
Female,18.0,15937.266654623923,Married,citizen,PhD,Unemployed,South_America,1
Female,70.0,20562.002687649547,Divorced,citizen,higher,Others,Africa,1
Male,19.460921204546086,23439.914065308945,Married,foreigner,higher,Employed,Asia,0
Male,70.0,66908.43469169072,Married,citizen,secondary,Employed,EU,1
Male,18.0,2519.6898235125855,Married,citizen,higher,Employed,North_America,0
Male,54.48466393850156,54500.974125512446,Single,citizen,secondary,Unemployed,South_America,1
Male,18.0,5487.758158208127,Divorced,naturalised,primary,Unemployed,Africa,1
Male,22.15068657031777,4063.759147888908,Single,naturalised,higher,Retired,Arab_Middle_East,1
Female,42.396515799837395,2845.2480307423875,Divorced,Asylum_seeker,secondary,Unemployed,Africa,1
Male,18.0,4257.803388162969,Divorced,citizen,primary,Employed,North_America,1
Female,18.0,14127.916544265652,Single,citizen,PhD,Unemployed,North_America,0
Male,29.196373140508367,4698.5381406405,Married,Asylum_seeker,PhD,Employed,Africa,1
Female,51.41017236506052,6166.7734552577695,Married,citizen,primary,Employed,South_America,0
Male,32.61540445807066,5378.238471985353,Single,foreigner,higher,Employed,EU,0
Male,40.93383460081836,14665.549885633498,Single,citizen,primary,Unemployed,North_America,1
Female,46.55982958866504,8004.255164338184,Married,citizen,higher,Employed,Africa,0
Male,70.0,20332.08197810876,Widow/Widower,citizen,primary,Employed,North_America,1
Female,18.0,6907.009590754744,Divorced,naturalised,primary,Retired,Arab_Middle_East,1
Male,18.0,48281.948887126826,Single,citizen,secondary,Others,North_America,0
Male,18.0,4303.939566805189,Single,citizen,primary,Employed,South_America,1
Female,40.26188612723283,14735.77747946119,Widow/Widower,citizen,primary,Employed,South_America,1
Male,18.0,23031.30275155487,Married,citizen,secondary,Unemployed,North_America,0
Male,18.0,5219.202278472108,Single,citizen,PhD,Unemployed,Arab_Middle_East,1
Male,40.24014987931566,1412.3662684761425,Married,citizen,higher,Unemployed,North_America,1
Female,70.0,13780.038261923892,Single,citizen,PhD,Unemployed,EU,1
Female,18.0,23951.121721880732,Single,foreigner,secondary,Unemployed,EU,1
Male,33.81180971539801,21988.89701125522,Married,citizen,secondary,Employed,South_America,1
Male,18.0,7171.9662131631885,Divorced,citizen,secondary,Others,Africa,1
Female,18.0,7402.36742166231,Married,citizen,secondary,Employed,Africa,1
Female,60.20628236569311,19012.380409378737,Married,citizen,PhD,Employed,Asia,0
Female,47.6763834489948,8255.38607211588,Single,citizen,secondary,Unemployed,South_America,1
Male,24.218342311313037,32435.23394401219,Single,citizen,higher,Unemployed,North_America,0
Male,18.0,1801.4027581479327,Single,citizen,primary,Unemployed,EU,0
Female,18.0,2528.2197836988694,Single,naturalised,primary,Employed,EU,1
Male,54.85940184741427,22391.888993908884,Married,naturalised,PhD,Unemployed,South_America,0
Female,31.98178055400674,34264.265513177255,Divorced,citizen,secondary,Employed,Africa,1
Female,18.0,19426.862344445777,Widow/Widower,naturalised,higher,Employed,South_America,1
Male,18.0,7304.099390275217,Single,citizen,secondary,Employed,Africa,1
Male,47.247534865004965,31721.014271588083,Single,citizen,higher,Employed,Africa,0
Male,18.0,5584.985589460887,Widow/Widower,citizen,secondary,Retired,Asia,0
Male,18.0,6154.993492561209,Single,foreigner,secondary,Employed,Africa,1
Male,18.0,20059.403817280763,Widow/Widower,citizen,primary,Employed,Africa,1
Male,18.0,9710.277264222974,Divorced,naturalised,primary,Employed,North_America,1
Male,18.0,11497.437586320457,Married,naturalised,primary,Employed,Asia,1
Male,40.58630275120725,9145.68595018485,Married,citizen,secondary,Unemployed,Africa,0
Male,21.8923029071522,20088.45918623226,Married,citizen,primary,Retired,Arab_Middle_East,1
Male,18.0,37146.78788544742,Married,citizen,primary,Employed,Asia,1
Male,18.0,115053.21646166993,Married,citizen,PhD,Others,Asia,1
Male,64.48502677312618,3011.819184305666,Single,foreigner,secondary,Unemployed,South_America,1
Male,63.44163680026448,13496.600208755139,Married,naturalised,primary,Employed,Africa,0
Female,18.0,5375.110548144437,Married,citizen,PhD,Unemployed,Africa,1
Female,18.0,5010.1077927164415,Single,citizen,secondary,Unemployed,Africa,0
Male,18.0,17912.666923074252,Divorced,citizen,higher,Employed,Africa,1
Female,22.91242726323413,36732.748183348034,Married,citizen,secondary,Employed,Asia,1
Male,18.0,49237.33035320694,Married,citizen,PhD,Employed,EU,1
Male,70.0,12684.654698918583,Single,citizen,secondary,Employed,Asia,0
Male,39.92243892833819,43563.88786014483,Married,citizen,higher,Others,EU,1
Male,35.3582071308678,10429.755518338538,Single,citizen,higher,Employed,EU,0
Female,40.212217526928036,56893.08166317518,Single,naturalised,secondary,Employed,Africa,0
Female,19.25796788636419,24586.99185125611,Single,foreigner,secondary,Employed,EU,1
Male,48.09749027425092,29119.16011991952,Single,citizen,primary,Unemployed,South_America,1
Female,70.0,21502.758070634285,Married,citizen,secondary,Others,Asia,0
Female,32.769044388170784,744.5666922703019,Single,citizen,secondary,Unemployed,Asia,1
Female,18.0,3466.46506006232,Married,naturalised,primary,Employed,North_America,0
Male,18.0,7260.748196563638,Married,foreigner,higher,Employed,EU,1
Female,33.82000676135797,23643.261338805776,Single,citizen,primary,Employed,Asia,0
Male,29.223527529234136,32506.573238751305,Single,citizen,secondary,Employed,Africa,1
Female,70.0,5359.991737774487,Single,citizen,primary,Retired,Arab_Middle_East,1
Male,18.0,3196.655146450712,Single,citizen,secondary,Employed,EU,0
Male,18.0,15666.463333838312,Married,citizen,secondary,Employed,EU,0
Male,18.0,25791.43669921708,Single,foreigner,higher,Unemployed,Arab_Middle_East,1
Male,70.0,10821.5203751067,Single,citizen,secondary,Unemployed,Asia,1
Female,34.11787320698265,4301.721841026638,Married,citizen,secondary,Employed,South_America,0
Male,18.0,6988.821876705348,Married,naturalised,secondary,Retired,Africa,1
Female,18.031083938263777,21373.03198672177,Divorced,citizen,higher,Unemployed,EU,0
Male,18.0,12358.61184285086,Divorced,foreigner,primary,Employed,EU,1
Female,18.0,31369.25614406829,Married,naturalised,secondary,Employed,EU,0
Male,26.612642508405543,19845.706061939964,Divorced,citizen,PhD,Employed,EU,1
Male,18.0,18757.93347493868,Widow/Widower,foreigner,secondary,Employed,South_America,1
Male,18.0,15111.91564814027,Married,citizen,higher,Unemployed,South_America,1
Male,18.0,2055.9223800054147,Single,citizen,primary,Unemployed,Asia,1
Male,21.201792515108334,18062.83721593788,Married,citizen,higher,Employed,Asia,1
Male,18.0,21589.305893484423,Married,naturalised,primary,Employed,EU,0
Male,70.0,9067.151996438382,Single,naturalised,primary,Others,Asia,1
Female,20.672273246836628,6551.158153801516,Married,citizen,secondary,Others,Africa,1
Male,40.72908129422464,10067.792395555392,Single,citizen,secondary,Employed,Arab_Middle_East,1
Male,18.0,9362.049613601377,Married,citizen,higher,Employed,North_America,1
Male,18.0,20413.371343050265,Single,citizen,higher,Unemployed,Arab_Middle_East,1
Female,18.0,20951.89401018372,Widow/Widower,citizen,higher,Employed,Asia,1
Male,65.4645387618285,12058.12643336092,Married,citizen,PhD,Employed,Africa,1
Male,20.56803200292322,28251.410235697585,Married,foreigner,higher,Unemployed,North_America,0
Female,18.0,17574.337931601534,Single,citizen,higher,Unemployed,Africa,0
Male,22.46516265320518,4731.59106296987,Single,citizen,secondary,Employed,Africa,1
Male,47.73917296501441,7205.7293230968435,Single,naturalised,higher,Others,EU,0
Female,18.0,36709.10982127625,Single,naturalised,primary,Unemployed,Africa,0
Male,18.0,84099.0347313961,Married,citizen,higher,Retired,EU,1
Male,18.0,19032.459629203688,Single,citizen,secondary,Unemployed,South_America,1
Female,18.0,9804.195696725945,Single,citizen,higher,Employed,North_America,1
Male,43.2082904161754,10051.996488450812,Single,citizen,PhD,Unemployed,Africa,1
Male,18.0,10633.927126160115,Single,foreigner,primary,Unemployed,Africa,1
Female,18.109194075289867,52406.003187967246,Married,citizen,primary,Employed,EU,0
Male,18.0,27445.257767356652,Single,citizen,higher,Employed,Africa,0
Male,41.37086058797395,16961.20953909366,Widow/Widower,citizen,PhD,Unemployed,Africa,0
Male,20.625095159740052,7331.350672551383,Single,citizen,secondary,Employed,Asia,0
Female,18.0,10289.866951657872,Single,citizen,secondary,Unemployed,EU,0
Female,18.0,34608.885000217284,Widow/Widower,naturalised,secondary,Unemployed,EU,1
Male,18.0,11023.640956296964,Divorced,Asylum_seeker,secondary,Employed,Asia,1
Male,18.0,3455.11592328321,Single,citizen,secondary,Employed,Asia,1
Male,45.20293330894657,14349.368125193087,Married,foreigner,secondary,Employed,Africa,0
Male,36.109663196077406,23244.843926892976,Married,citizen,primary,Unemployed,Asia,1
Male,18.0,3447.1259772408425,Married,foreigner,PhD,Employed,EU,1
Male,18.0,14307.845029757123,Married,citizen,secondary,Retired,Africa,0
Male,63.48135192260246,1753.4947888719346,Divorced,naturalised,primary,Employed,Asia,1
Male,18.0,11032.400207488658,Single,citizen,primary,Others,Africa,0
Male,22.764543123373276,4913.438621394433,Married,naturalised,secondary,Unemployed,Asia,1
Male,70.0,11203.848457959253,Single,citizen,secondary,Others,Asia,0
Male,38.78097350059894,2396.545499385695,Married,citizen,PhD,Retired,South_America,1
Male,44.95756152817698,17374.785877632556,Divorced,citizen,PhD,Employed,EU,0
Female,18.0,5362.669759207999,Single,citizen,higher,Employed,Arab_Middle_East,1
Male,18.0,13940.801287814997,Married,citizen,higher,Others,Asia,0
Male,18.0,15544.824895774811,Divorced,citizen,higher,Employed,South_America,1
Male,70.0,4404.9955772810845,Married,naturalised,secondary,Employed,EU,1
Male,18.0,2108.040970330843,Single,citizen,primary,Unemployed,EU,1
Male,41.22842421489158,13249.551103274538,Single,foreigner,secondary,Employed,South_America,1
Male,61.63668585142278,4724.062898389641,Married,citizen,primary,Unemployed,North_America,1
Male,56.96630862119701,33925.844875961164,Married,naturalised,secondary,Others,Asia,1
Female,34.53225065894887,11587.876269409002,Married,citizen,primary,Employed,Africa,1
Female,32.05758756207808,6654.537981095256,Married,citizen,secondary,Employed,EU,0
Male,18.0,9149.71117224676,Married,citizen,secondary,Retired,Asia,1
Male,18.0,85293.40921736148,Divorced,Asylum_seeker,PhD,Employed,EU,0
Male,70.0,10647.038554705798,Married,citizen,secondary,Employed,Africa,0
Male,18.0,12215.805906556405,Single,naturalised,primary,Employed,EU,1
Male,18.0,47687.25087247553,Married,citizen,secondary,Unemployed,Africa,1
Male,64.08054202135486,3662.9935313395895,Single,citizen,primary,Employed,South_America,1
Male,18.0,10185.43663402556,Married,citizen,higher,Employed,EU,0
Female,20.902556966426154,28377.714008559607,Single,naturalised,secondary,Employed,North_America,1
Male,27.532812725842717,10905.213720901587,Married,citizen,primary,Unemployed,Asia,0
Female,18.0,8937.497977600502,Married,citizen,primary,Employed,Africa,0
Male,61.38352130286192,30057.159617380334,Single,citizen,higher,Employed,Africa,1
Male,35.35442920292327,6169.888023329984,Married,citizen,PhD,Employed,South_America,0
Male,29.0689932302517,15430.811789113517,Married,citizen,primary,Unemployed,North_America,0
Male,48.97048632264078,10955.571139456932,Married,naturalised,higher,Others,Africa,1
Male,18.0,29064.934543113275,Single,foreigner,PhD,Employed,South_America,0
Male,61.877099167461665,15936.963807022425,Married,citizen,secondary,Employed,Africa,0
Male,18.0,32215.77199443013,Married,citizen,primary,Employed,Asia,0
Male,25.456927817200057,6254.582694876037,Married,naturalised,secondary,Others,Africa,1
Female,44.04291314423129,5459.085473278403,Single,foreigner,primary,Employed,North_America,1
Male,38.849075706251845,4216.67414654504,Married,citizen,secondary,Employed,North_America,1
Male,70.0,4173.83623996653,Single,citizen,PhD,Employed,Oceania,0
Male,18.0,14480.89996423413,Divorced,citizen,primary,Unemployed,South_America,1
Male,64.8298980654022,24288.778381760112,Single,citizen,higher,Employed,South_America,1
Male,53.759052682525386,130657.99364812953,Married,foreigner,secondary,Employed,Asia,0
Male,18.0,4946.640125074118,Divorced,citizen,higher,Unemployed,North_America,1
Male,70.0,7227.543639255684,Single,citizen,higher,Retired,South_America,1
Male,18.0,12882.367452938372,Divorced,citizen,secondary,Employed,Africa,0
Male,18.0,13140.250917918356,Married,citizen,secondary,Others,Oceania,0
Male,56.99061110104245,25107.939254163663,Single,naturalised,primary,Unemployed,Arab_Middle_East,1
Female,37.121177345943906,9040.172355719576,Married,naturalised,higher,Unemployed,EU,1
Male,20.81193373542302,14693.195337024508,Married,citizen,secondary,Employed,Asia,0
Male,18.0,7906.761593540799,Married,citizen,secondary,Unemployed,South_America,1
Female,70.0,2647.695583052841,Single,citizen,higher,Others,EU,0
Male,18.0,1616.1448976817017,Single,citizen,primary,Unemployed,North_America,1
Male,35.522251832505276,6712.958387976023,Married,naturalised,primary,Unemployed,EU,0
Male,57.67683686693886,61873.12159135595,Single,naturalised,secondary,Others,EU,0
Female,35.970084157737915,229693.16355201227,Divorced,citizen,primary,Unemployed,Asia,1
Female,18.0,4762.599665068711,Divorced,citizen,secondary,Unemployed,EU,0
Male,41.31424804412283,12075.468842059347,Divorced,citizen,primary,Employed,Africa,0
Female,18.0,87614.7794099789,Divorced,citizen,secondary,Employed,South_America,0
Female,18.0,7074.063049766967,Single,citizen,secondary,Unemployed,Asia,1
Male,18.0,9061.419793768615,Single,Asylum_seeker,higher,Employed,South_America,0
Male,18.0,64910.03687827815,Divorced,naturalised,higher,Unemployed,EU,0
Male,18.0,80796.78775422952,Widow/Widower,citizen,higher,Unemployed,North_America,1
Male,44.92562732889701,16283.615639523297,Single,citizen,secondary,Employed,North_America,1
Male,18.0,8711.874237832968,Single,citizen,PhD,Others,Oceania,1
Male,33.90859591124495,41165.13037153623,Widow/Widower,naturalised,secondary,Others,EU,1
Male,18.0,18310.566805127484,Married,citizen,secondary,Employed,Africa,1
Male,70.0,5581.335369852548,Married,citizen,secondary,Retired,Arab_Middle_East,0
Female,20.15197007904162,15349.370127270739,Single,citizen,PhD,Employed,South_America,1
Male,18.0,27502.797727047022,Married,citizen,primary,Unemployed,South_America,1
Male,18.0,47919.58744223183,Single,citizen,primary,Employed,South_America,0
Female,36.16775289713309,14353.188667054215,Single,citizen,primary,Retired,South_America,1
Male,18.0,63253.59656064727,Single,naturalised,primary,Employed,Asia,0
Female,22.02684011453728,17512.77393314919,Married,citizen,higher,Unemployed,North_America,1
Male,18.0,33667.25959017563,Single,naturalised,primary,Employed,South_America,1
Male,18.0,5146.161651743809,Single,citizen,higher,Retired,Africa,0
Female,18.0,979.9163812035569,Divorced,citizen,higher,Unemployed,Asia,1
Female,18.0,12325.488670589464,Married,citizen,higher,Retired,South_America,1
Female,53.99996557319315,29204.84035663186,Single,citizen,higher,Others,Asia,0
Male,44.13352951681984,64948.859802324914,Single,citizen,higher,Employed,Arab_Middle_East,0
Male,18.0,19468.332490941244,Single,citizen,PhD,Employed,EU,1
Male,18.0,14307.669085674215,Married,citizen,higher,Employed,Africa,1
Male,18.0,2604.3503854605515,Single,citizen,secondary,Others,EU,0
Male,18.364781109927115,2691.3444945778024,Single,citizen,secondary,Unemployed,Africa,1
Male,19.325238453840363,9794.4633738978,Married,Asylum_seeker,secondary,Employed,EU,0
Female,31.913498149008554,4639.004012545466,Married,naturalised,primary,Employed,Arab_Middle_East,0
Male,18.0,9130.605357719545,Divorced,citizen,secondary,Employed,EU,0
Male,48.36321739433845,20501.354029788577,Married,Asylum_seeker,higher,Employed,South_America,0
Female,18.0,5734.2749065127655,Divorced,citizen,PhD,Employed,EU,1
Female,18.0,7163.881339629539,Divorced,citizen,secondary,Employed,South_America,0
Male,18.0,4191.020586455893,Single,citizen,primary,Employed,Asia,0
Female,18.0,7076.938200537785,Single,citizen,PhD,Unemployed,EU,1
Male,18.0,6208.871151117214,Divorced,citizen,higher,Employed,Arab_Middle_East,0
Male,50.49929878369321,1928.2148507371103,Divorced,citizen,secondary,Employed,South_America,1
Male,57.7917014176614,7918.198712275436,Married,citizen,secondary,Unemployed,Asia,1
Male,47.63665658097844,7754.4003409156085,Widow/Widower,citizen,primary,Unemployed,Africa,1
Male,23.944087371917007,26306.269148338688,Single,citizen,PhD,Others,Arab_Middle_East,1
Male,21.398412382110944,19858.20622686827,Single,citizen,primary,Employed,Africa,1
Male,18.0,657.7937401193129,Married,citizen,secondary,Employed,EU,1
Female,18.0,2808.4737451368665,Divorced,naturalised,secondary,Unemployed,South_America,1
Male,70.0,3716.5613936212317,Married,citizen,higher,Employed,Africa,1
Male,46.92421312609541,4110.267878468534,Married,naturalised,secondary,Unemployed,Africa,0
Male,26.024450029176293,58284.2078408025,Single,citizen,secondary,Unemployed,Africa,1
Male,18.281654474351633,46676.98187252351,Divorced,citizen,secondary,Employed,Africa,0
Male,40.049215328402425,4764.5948690970035,Married,foreigner,primary,Employed,EU,1
Male,18.0,20938.916268069752,Single,citizen,higher,Unemployed,Asia,0
Male,26.796952259450197,16929.813796061826,Divorced,citizen,primary,Retired,Arab_Middle_East,1
Female,23.692085777040745,9070.43079380824,Married,citizen,higher,Retired,Asia,1
Male,29.274577661108,3501.472792162165,Single,naturalised,higher,Employed,EU,1
Female,18.0,7294.052911294324,Divorced,citizen,PhD,Unemployed,EU,0
Male,18.0,135844.18425071565,Married,citizen,primary,Unemployed,South_America,0
Male,18.940629463508277,47226.514540953474,Single,naturalised,secondary,Employed,EU,1
Female,67.33943029204539,2081.060884297047,Single,naturalised,secondary,Unemployed,South_America,1
Male,18.0,5386.656827220292,Single,citizen,primary,Retired,Oceania,0
Male,18.0,12000.857170534633,Single,citizen,secondary,Employed,Arab_Middle_East,1
Male,52.34723780615539,3550.1558672098895,Single,citizen,higher,Employed,Africa,1
Male,52.393040561667426,8189.131429067969,Single,citizen,higher,Employed,Asia,0
Female,18.0,18231.975439524347,Single,citizen,primary,Unemployed,EU,0
Male,18.0,17525.848327695392,Single,Asylum_seeker,primary,Employed,Africa,1
Male,18.0,42204.99973368259,Single,citizen,higher,Unemployed,Africa,1
Female,70.0,9892.398092320513,Married,foreigner,higher,Employed,Asia,1
Male,70.0,3947.6226740687252,Married,citizen,secondary,Retired,Asia,0
Male,18.0,22963.025175265935,Widow/Widower,foreigner,secondary,Employed,Arab_Middle_East,0
Female,70.0,15963.929148245297,Single,citizen,secondary,Employed,Africa,0
Male,18.0,4122.601915028104,Married,citizen,secondary,Employed,Asia,0
Male,19.93113535173424,54177.35917670205,Single,citizen,primary,Others,North_America,1
Male,60.85886708016637,10437.519730730974,Single,foreigner,secondary,Employed,Africa,0
Female,18.0,8838.99431630128,Single,naturalised,PhD,Employed,Africa,1
Male,70.0,10205.01294377822,Single,naturalised,primary,Retired,Africa,1
Male,26.497478663905703,5090.234682650544,Single,citizen,secondary,Others,Oceania,0
Male,18.0,2140.6216328419914,Single,naturalised,higher,Retired,Asia,1
Male,18.0,67078.47108692948,Single,naturalised,higher,Employed,Africa,0
Male,27.208727672072737,5395.247011965408,Divorced,citizen,secondary,Employed,EU,1
Male,21.93905772287931,12076.908197482988,Divorced,Asylum_seeker,higher,Employed,Africa,0
Male,62.41062819635023,21616.429508890593,Single,citizen,secondary,Retired,South_America,1
Female,18.0,8548.156662654046,Divorced,naturalised,secondary,Employed,Arab_Middle_East,1
Male,18.0,1632.385474623959,Single,naturalised,primary,Retired,Africa,1
Male,18.0,16050.275333120457,Married,citizen,higher,Unemployed,Africa,1
Male,18.0,26546.54835594319,Widow/Widower,citizen,secondary,Unemployed,Asia,1
Male,49.452002037584734,20748.669516035665,Married,Asylum_seeker,primary,Employed,Arab_Middle_East,0
Male,18.0,17423.019803113624,Married,citizen,secondary,Unemployed,Asia,1
Male,30.891723647346453,109084.72811288145,Married,citizen,secondary,Employed,Africa,1
Female,38.45419178634999,17211.20261176061,Divorced,citizen,higher,Unemployed,Africa,0
Male,20.908465528026007,16785.752546276326,Married,citizen,secondary,Others,EU,0
Male,18.0,6328.1313283217505,Single,naturalised,secondary,Employed,North_America,0
Male,18.0,22106.4118737824,Single,citizen,secondary,Unemployed,Asia,1
Male,18.0,10534.14172512143,Divorced,citizen,secondary,Employed,Arab_Middle_East,1
Female,18.0,9737.299189516425,Married,naturalised,secondary,Employed,Oceania,1
Male,24.169719083620517,48438.039055340596,Single,naturalised,primary,Employed,Asia,1
Male,70.0,14588.094877511592,Single,citizen,primary,Retired,Africa,0
Female,18.0,10009.85818558713,Married,citizen,higher,Unemployed,Asia,1
Male,18.0,19616.392411782977,Divorced,citizen,primary,Employed,EU,1
Male,18.0,5805.911787818374,Married,foreigner,secondary,Employed,EU,1
Female,33.87624131226809,6506.9694896713745,Married,foreigner,secondary,Employed,Africa,0
Male,18.0,37984.29213250548,Single,foreigner,higher,Unemployed,Africa,1
Male,22.42935536358683,6409.42017523894,Single,citizen,higher,Others,Africa,0
Male,18.0,6241.102699712307,Married,citizen,PhD,Employed,Africa,1
Male,63.9275185658543,10745.943336169052,Married,citizen,secondary,Employed,Asia,0
Female,18.0,11160.468825458773,Single,citizen,higher,Unemployed,EU,1
Male,18.0,4049.861906344218,Single,citizen,secondary,Employed,Asia,1
Male,24.175040844748157,18317.50082747132,Married,citizen,primary,Employed,EU,1
Male,65.86264743241003,149155.02110501713,Widow/Widower,citizen,primary,Employed,South_America,0
Male,38.63076823730418,2961.0652558262013,Married,citizen,primary,Retired,Arab_Middle_East,1
Male,35.49137172843233,97809.54011343182,Single,citizen,secondary,Employed,Africa,0
Male,18.0,4774.236829290715,Married,citizen,primary,Employed,South_America,1
Female,30.079445665063997,35925.045582742474,Single,naturalised,PhD,Employed,South_America,1
Male,29.15624968481879,59695.74284470146,Single,foreigner,higher,Employed,Arab_Middle_East,1
Male,70.0,15797.652549247608,Single,citizen,primary,Others,EU,1
Female,25.12550945914298,21096.30977897374,Single,citizen,higher,Unemployed,Africa,1
Male,18.0,21130.878850905967,Married,Asylum_seeker,secondary,Unemployed,South_America,1
Male,70.0,11326.044945648566,Single,citizen,secondary,Retired,Africa,1
Male,70.0,19809.77704716323,Divorced,citizen,secondary,Others,Africa,0
Male,56.932161483845555,4225.907239211933,Single,citizen,secondary,Retired,Arab_Middle_East,0
Male,18.0,28804.651551001483,Married,citizen,PhD,Unemployed,Arab_Middle_East,0
Male,34.545215504884595,7595.4158068051875,Married,foreigner,secondary,Retired,Africa,0
Female,70.0,19797.009329038527,Single,citizen,primary,Employed,Africa,0
Male,18.0,32896.176707893865,Divorced,naturalised,primary,Unemployed,South_America,1
Male,18.0,1723.224870664649,Married,citizen,secondary,Employed,Asia,1
Male,22.796025503937088,7275.664608898482,Single,Asylum_seeker,higher,Unemployed,EU,1
Male,18.470044773634324,9134.921697639107,Single,citizen,primary,Unemployed,Africa,1
Male,18.0,6952.255282566762,Married,citizen,higher,Unemployed,South_America,1
Male,20.412502007913037,7662.4464929747655,Married,citizen,primary,Others,Asia,1
Male,33.95571107453749,19736.412024663252,Married,citizen,primary,Unemployed,Asia,0
Female,60.902608204468756,20532.466548550954,Widow/Widower,citizen,PhD,Employed,EU,0
Female,18.0,13523.659575476639,Married,citizen,secondary,Employed,Asia,0
Male,53.86142154734394,5546.366143234348,Divorced,citizen,higher,Employed,South_America,1
Male,25.99117642535612,9473.311399164068,Married,naturalised,secondary,Retired,EU,1
Male,18.0,7310.23784138571,Married,naturalised,higher,Unemployed,Africa,1
Female,18.0,8591.31176376409,Single,citizen,secondary,Employed,Asia,0
Female,70.0,18801.0232260261,Divorced,Asylum_seeker,secondary,Unemployed,North_America,1
Male,70.0,7760.580688098764,Divorced,citizen,primary,Employed,South_America,0
Male,18.0,30690.877507398844,Married,naturalised,secondary,Employed,Africa,0
Male,35.25039617489026,15075.555345893647,Single,citizen,higher,Unemployed,EU,1
Male,18.0,19635.664794302753,Married,citizen,secondary,Others,Africa,1
Male,28.24051168467677,9337.574050571766,Single,citizen,primary,Others,Asia,1
Female,18.0,19279.652406797664,Married,citizen,PhD,Employed,Asia,1
Female,40.298531285571016,16119.96874301392,Divorced,foreigner,PhD,Others,Arab_Middle_East,1
Male,70.0,17593.721300773588,Married,citizen,higher,Unemployed,EU,0
Female,18.0,9321.374779580161,Single,citizen,higher,Employed,North_America,0
Female,18.0,10092.498886728867,Married,citizen,primary,Employed,Africa,0
Male,70.0,7435.037242029138,Single,naturalised,primary,Others,Africa,0
Male,18.0,12147.026192174491,Widow/Widower,citizen,PhD,Unemployed,North_America,1
Male,56.51042590492677,21823.84255023944,Divorced,citizen,higher,Retired,South_America,0
Male,70.0,8062.52240013146,Widow/Widower,citizen,secondary,Employed,Africa,1
Male,58.25569706474862,5003.672180425439,Widow/Widower,naturalised,primary,Employed,North_America,0
Female,27.634283353519344,10040.45719433953,Married,citizen,primary,Employed,Arab_Middle_East,0
Female,18.0,21256.97723042771,Widow/Widower,citizen,higher,Employed,EU,0
Male,63.61084775377083,2539.8295116779104,Married,citizen,secondary,Employed,South_America,1
Male,18.0,20098.054315897658,Married,naturalised,secondary,Unemployed,EU,1
Male,18.0,17447.223531319447,Single,citizen,primary,Employed,South_America,0
Male,39.920286604204605,7543.460212596351,Married,foreigner,higher,Unemployed,North_America,1
Female,36.32280819800625,63428.73931208107,Widow/Widower,citizen,higher,Employed,Asia,0
Male,18.0,13749.50952213464,Single,citizen,PhD,Employed,North_America,1
Male,18.0,26127.022801693747,Married,citizen,primary,Employed,Asia,0
Male,18.0,14688.74250400115,Divorced,foreigner,secondary,Employed,North_America,0
Male,55.93796681457455,25335.880306517458,Single,citizen,secondary,Employed,Arab_Middle_East,0
Male,18.0,118579.56295280409,Married,citizen,PhD,Employed,Africa,0
Male,23.027774837916642,36423.90416587059,Widow/Widower,citizen,PhD,Unemployed,EU,0
Male,18.0,26817.507031003617,Married,citizen,secondary,Employed,Asia,1
Male,49.935527387662034,39484.364310478755,Single,naturalised,secondary,Others,Africa,1
Male,18.0,5826.009213109733,Single,citizen,primary,Unemployed,Africa,1
Male,26.39958221342745,10736.466505684746,Single,citizen,secondary,Unemployed,Africa,1
Male,18.0,6609.427323102562,Married,citizen,primary,Employed,North_America,1
Male,39.22933776472223,9408.212953355503,Married,citizen,secondary,Employed,South_America,0
Male,34.54655381826262,7242.389487463797,Single,citizen,PhD,Employed,Africa,0
Male,23.019107620586826,10461.696295833046,Married,citizen,secondary,Others,EU,0
Male,70.0,58886.314323612365,Divorced,citizen,secondary,Employed,Asia,0
Male,41.45225857449843,12852.537671249465,Married,citizen,primary,Others,Africa,1
Male,18.0,2869.1328230019258,Married,citizen,PhD,Retired,Asia,1
Male,18.0,3789.469081273687,Widow/Widower,Asylum_seeker,primary,Unemployed,Africa,1
Female,18.0,38405.24343853591,Single,citizen,secondary,Retired,EU,0
