gender,age,income,marital_status,immigration_status,education,job_status,depression
Female,29.04968250254522,18052.171490970963,Married,citizen,primary,Retired,0
Female,60.32437146599922,42958.57429811415,Single,citizen,PhD,Employed,0
Female,29.16015282109735,43471.30274031671,Single,citizen,secondary,Employed,0
Female,29.249178152652206,81684.9412724701,Married,citizen,PhD,Employed,0
Female,31.354653173874986,21253.94706940624,Divorced,naturalised,primary,Retired,1
Female,56.39250056274183,19293.756438237753,Divorced,citizen,primary,Employed,1
Male,35.748369577204386,12426.225329778104,Married,citizen,higher,Employed,0
Female,24.780063234492467,33859.323270408866,Married,citizen,primary,Employed,0
Female,35.91480000096303,6382.982000982029,Married,naturalised,primary,Others,1
Male,44.519364439792696,40981.24894588529,Single,citizen,higher,Retired,0
Female,27.285412745034215,35251.66698555559,Married,naturalised,primary,Employed,0
Male,27.724783364484846,35173.778744642084,Married,naturalised,PhD,Others,0
Male,76.66944501149376,24601.930370847545,Single,naturalised,secondary,Employed,1
Female,32.091518942791694,75085.48909856187,Single,naturalised,higher,Employed,0
Male,40.1543644684049,44249.29739989262,Married,citizen,secondary,Employed,1
Female,39.49144498801071,13552.661760419805,Divorced,citizen,secondary,Employed,0
Female,38.67964788344337,13748.11166545113,Single,foreigner,secondary,Employed,1
Female,54.32020109953653,10897.197763725968,Married,foreigner,higher,Employed,0
Male,59.22214425708074,34235.783123123576,Single,citizen,secondary,Others,0
Male,40.41068352702612,9896.029182710821,Married,citizen,secondary,Employed,0
Female,26.452825701114765,52402.71672523865,Married,naturalised,primary,Employed,0
Non-binary,64.11660341773356,63473.55533201348,Married,citizen,primary,Unemployed,1
Female,43.56988363204976,10902.931585342543,Married,citizen,secondary,Unemployed,0
Male,70.95482722285753,18987.975176140022,Married,citizen,higher,Others,1
Female,18.0,22321.302825055012,Married,citizen,secondary,Employed,0
Female,47.931048319249804,44675.76789605103,Single,citizen,secondary,Retired,0
Female,73.77909500814312,79815.63571219143,Single,naturalised,PhD,Employed,1
Male,39.70103796842763,5719.325087435181,Married,citizen,higher,Employed,0
Female,41.61759864998046,17076.447023100347,Married,foreigner,PhD,Employed,0
Female,49.43267537385508,17804.146232258594,Single,foreigner,PhD,Employed,1
Non-binary,36.61806271672564,7182.940482023229,Married,naturalised,primary,Employed,1
Male,40.31892101920901,14941.711114478496,Married,foreigner,PhD,Unemployed,0
Female,39.932773587128956,31014.65629594694,Married,citizen,primary,Employed,0
Non-binary,35.5886889836044,17624.704784566395,Divorced,citizen,PhD,Others,0
Male,63.43284825300839,6401.598892594342,Divorced,naturalised,secondary,Others,1
Non-binary,51.916170484446525,219534.82575929628,Single,citizen,secondary,Employed,0
Female,48.75942348154953,27253.637901770868,Married,citizen,higher,Employed,0
Male,57.12856510335175,24085.259758631975,Single,citizen,higher,Employed,0
Male,41.034662501948,9151.370326784221,Married,citizen,higher,Employed,0
Female,33.38694272470649,27134.59957391719,Married,naturalised,secondary,Others,0
Male,35.960635430781636,19314.839641092643,Single,citizen,primary,Employed,0
Female,45.02674561656913,4861.883872281574,Single,naturalised,higher,Employed,0
Male,29.11182437440647,9356.21070215335,Married,citizen,primary,Employed,1
Female,37.49608475119987,41603.55145580372,Married,citizen,higher,Retired,0
Male,37.25825037192848,104319.55589400098,Single,citizen,secondary,Employed,0
Female,76.86834344743521,29546.847218667626,Divorced,naturalised,secondary,Retired,1
Non-binary,18.0,53234.748139741285,Single,citizen,higher,Employed,0
Non-binary,42.3057041789155,19445.98212454165,Married,foreigner,higher,Others,0
Female,70.88540689222157,20553.018020559914,Divorced,naturalised,PhD,Others,0
Male,46.82766696198681,52721.74257869785,Single,citizen,secondary,Retired,1
Female,56.30126210131639,83301.49967911327,Single,foreigner,PhD,Unemployed,1
Male,46.497394726496516,62372.350473476596,Married,citizen,PhD,Employed,0
Male,34.989999281752795,9385.39033656948,Married,citizen,higher,Others,0
Male,18.0,20877.616595326133,Married,citizen,higher,Retired,0
Female,48.081835305544544,27502.15784263058,Married,citizen,higher,Employed,0
Female,33.36590093096413,17894.660105487936,Married,citizen,primary,Employed,0
Female,32.994968907520445,30040.027902799284,Single,citizen,secondary,Employed,1
Male,37.51519116031332,42466.10253824791,Married,naturalised,higher,Unemployed,0
Male,71.17292109935241,49131.11410423358,Divorced,citizen,PhD,Employed,0
Non-binary,80.0,84854.7390994354,Married,citizen,secondary,Unemployed,1
Male,48.25811906292601,16923.30789668216,Married,citizen,higher,Unemployed,1
Female,38.02849164132408,7396.583387104072,Single,citizen,higher,Employed,1
Male,27.341603738231843,29336.49770296817,Married,citizen,secondary,Others,1
Female,52.02810242319104,99414.0593651364,Married,citizen,primary,Retired,0
Female,71.74358400097717,15039.258764841363,Married,naturalised,higher,Employed,0
Male,41.28989419462265,38157.498926312786,Divorced,citizen,secondary,Others,0
Male,18.0,38430.11338477804,Widow/Widower,citizen,secondary,Retired,0
Female,55.05074507723286,25671.9346670508,Single,citizen,higher,Unemployed,1
Female,59.780995671750745,22148.82611126897,Single,citizen,higher,Employed,0
Male,21.21231539421229,10522.347790804057,Married,naturalised,secondary,Employed,1
Non-binary,47.64726275494429,3549.8844834384577,Divorced,foreigner,higher,Retired,1
Male,51.768390242041484,9049.994551673632,Widow/Widower,naturalised,secondary,Unemployed,0
Male,43.903390469865926,16119.043542534486,Single,citizen,secondary,Employed,0
Non-binary,33.13843621371969,52994.22105748821,Single,citizen,higher,Others,1
Male,60.239058353453345,20282.17195044908,Single,citizen,higher,Employed,0
Female,38.94930381046976,14541.754702602855,Married,citizen,secondary,Employed,0
Male,22.72220755950102,10799.030563421595,Divorced,citizen,primary,Retired,0
Male,18.0,37251.394628852104,Single,citizen,higher,Employed,0
Non-binary,63.912742799989644,65295.97881137947,Single,citizen,higher,Employed,0
Male,54.249959647066774,51572.7431044058,Single,citizen,secondary,Others,0
Female,46.319603206937536,35771.96481255696,Divorced,citizen,primary,Unemployed,1
Male,38.39588044723795,6764.947654585979,Single,naturalised,secondary,Unemployed,0
Male,37.06502378695309,16624.96243088288,Married,citizen,primary,Unemployed,1
Male,28.86395027337583,104594.20035216189,Married,citizen,secondary,Employed,0
Female,38.52816533160173,54044.35587833544,Widow/Widower,citizen,primary,Employed,0
Male,18.0,6438.155888744515,Single,citizen,secondary,Unemployed,0
Female,33.95904519797229,21068.35817668494,Divorced,citizen,secondary,Employed,1
Female,40.335937254733594,29450.870467960136,Divorced,citizen,primary,Retired,0
Non-binary,54.14820070785628,11971.369817766594,Single,citizen,primary,Employed,1
Male,44.401103049399545,3472.5232944568897,Married,citizen,higher,Employed,0
Female,56.92384670813338,23838.548541825803,Married,citizen,primary,Employed,0
Female,65.23702657670144,11728.691617939268,Single,naturalised,higher,Employed,0
Female,60.87255140736153,11765.497759099768,Married,citizen,higher,Others,0
Female,52.05764771067835,16585.029200807978,Single,citizen,primary,Employed,0
Female,45.17794018771176,19792.518035539113,Single,citizen,primary,Employed,1
Female,30.28817987379661,21866.996384797578,Married,citizen,higher,Employed,0
Male,56.09916077068974,10859.63605898511,Single,citizen,secondary,Employed,0
Male,70.19621073332294,18468.694274402817,Married,citizen,secondary,Employed,0
Non-binary,50.131590594756275,5399.498207393194,Married,naturalised,higher,Employed,0
Female,73.75888722639185,28249.50607340445,Married,citizen,primary,Retired,1
Female,22.116424379083742,2241.677322510856,Divorced,citizen,higher,Retired,0
Female,27.687549228306878,17472.92703839202,Married,citizen,PhD,Retired,1
Male,57.82802261622394,45951.82862388265,Married,citizen,primary,Retired,0
Male,48.96435315229876,9438.265002882092,Married,foreigner,primary,Employed,1
Female,64.70673264857712,39071.32742098611,Married,citizen,secondary,Retired,1
Male,44.767925389098906,55524.86235003569,Single,citizen,PhD,Employed,0
Male,31.980368662075023,1561.9339406719528,Married,foreigner,secondary,Employed,0
Female,41.79610136692436,19514.43402490172,Divorced,naturalised,secondary,Employed,1
Male,22.00974043614399,2206.9820166441673,Married,citizen,primary,Employed,1
Female,28.07113990354448,20038.951701841957,Single,citizen,secondary,Employed,0
Male,59.58665996877015,21900.462432368786,Married,naturalised,primary,Employed,0
Female,58.09181121704415,3022.8785276955336,Widow/Widower,naturalised,secondary,Others,0
Male,50.44506427209115,102731.15299185688,Married,citizen,secondary,Retired,0
Female,19.18383718559296,27689.613171815174,Divorced,citizen,PhD,Employed,0
Male,39.62394636730667,11167.70326272449,Single,citizen,higher,Employed,0
Male,26.62500167009924,71132.77940721561,Single,citizen,higher,Employed,0
Male,62.647998806816474,5237.027909129633,Divorced,citizen,secondary,Employed,1
Female,36.24416799656098,8239.238249534621,Married,citizen,primary,Unemployed,0
Female,28.71378433827676,3499.710679511727,Single,citizen,higher,Retired,1
Male,45.44694247682137,93044.77959118412,Married,citizen,secondary,Employed,0
Female,35.39768314748082,28735.170290889175,Single,citizen,secondary,Employed,0
Female,67.2561586530556,37328.8375607856,Widow/Widower,citizen,primary,Others,1
Female,33.97783653698714,28023.563452743234,Divorced,naturalised,secondary,Employed,0
Male,24.011576111630532,34857.17261454654,Married,naturalised,primary,Employed,0
Female,18.0,23446.163829146113,Married,foreigner,secondary,Employed,0
Male,44.538202463798775,27357.255996080974,Married,citizen,primary,Employed,0
Male,36.5710482921311,24006.568250184537,Married,citizen,higher,Retired,0
Non-binary,23.566430902324097,13536.25006229366,Married,naturalised,primary,Unemployed,1
Male,62.83839691883678,21220.016459517752,Married,naturalised,PhD,Employed,0
Female,55.00867721143863,27415.824402587405,Widow/Widower,naturalised,higher,Employed,0
Female,44.57673181594156,24063.207558868457,Single,citizen,higher,Retired,0
Female,65.464893662563,6753.271369506923,Single,citizen,PhD,Employed,0
Female,54.9380405009792,7510.149603356809,Married,naturalised,primary,Employed,1
Male,32.65716147722351,52379.634864033105,Single,naturalised,higher,Others,0
Male,29.41169754013851,17229.955783936286,Widow/Widower,naturalised,higher,Retired,0
Female,57.26972316680792,35164.07618843333,Single,citizen,primary,Retired,1
Male,50.945504347010264,9193.978815723645,Married,citizen,secondary,Unemployed,1
Male,47.54621651955993,6778.311432638514,Married,citizen,secondary,Employed,1
Male,32.30253295696639,11216.292749274551,Widow/Widower,naturalised,secondary,Others,0
Male,54.11921350508631,18433.924030495135,Married,naturalised,PhD,Employed,0
Male,33.667516752990764,12937.53118671898,Single,citizen,secondary,Employed,0
Male,43.47020018109483,62015.94562651187,Married,citizen,primary,Employed,1
Female,66.7041621958047,25428.31615270545,Married,citizen,PhD,Employed,0
Female,35.087486462847814,96678.94232968581,Divorced,citizen,primary,Employed,1
Female,21.405161143907087,30440.41737427055,Married,citizen,higher,Employed,0
Male,29.211792121948342,3196.971855667859,Married,naturalised,PhD,Employed,0
Male,59.91448240031435,51268.57575913158,Married,naturalised,higher,Employed,1
Male,48.82096706070314,6583.742963465811,Widow/Widower,citizen,higher,Employed,0
Female,43.066839319668695,26487.466392483104,Married,citizen,higher,Employed,0
Female,37.36359292032646,11852.010017023873,Divorced,citizen,higher,Employed,0
Male,52.28039861329785,122292.23491761232,Married,citizen,secondary,Employed,0
Non-binary,32.26342723514665,69680.67801880575,Divorced,foreigner,secondary,Employed,0
Male,49.58498352963894,12167.74024881959,Widow/Widower,naturalised,secondary,Employed,0
Female,34.031181467805645,19892.81450791262,Married,citizen,higher,Employed,0
Female,31.53510922087419,26787.173621415215,Married,citizen,higher,Employed,0
Female,35.437688477624825,43946.63154336645,Married,citizen,secondary,Employed,0
Female,39.36888830274057,22546.193541455945,Single,citizen,higher,Others,0
Female,44.26755246099445,9701.968484948975,Married,citizen,higher,Employed,0
Male,48.53183692666671,12406.2181379419,Married,citizen,higher,Retired,1
Female,18.0,21947.632697141453,Married,naturalised,primary,Unemployed,1
Male,32.88524163379853,59134.251256679854,Married,citizen,secondary,Employed,1
Female,39.126450339659414,31016.3662725281,Married,foreigner,secondary,Employed,0
Female,67.57593057912496,11864.049531000965,Divorced,citizen,secondary,Unemployed,1
Female,28.799960874268017,37000.92614162525,Divorced,naturalised,primary,Employed,0
Female,47.441949271498686,16161.903708772981,Married,naturalised,higher,Unemployed,0
Female,67.42545464603756,44905.98693493018,Single,citizen,primary,Retired,1
Female,25.305472050790907,166309.9233308913,Single,citizen,secondary,Employed,0
Female,50.90962838796604,16530.11095684178,Single,naturalised,higher,Employed,0
Male,32.965922490982194,41826.44725059664,Single,citizen,primary,Employed,1
Male,37.43049386566148,12133.0126464502,Single,citizen,higher,Employed,0
Male,32.95333749070028,20134.478771224487,Single,foreigner,PhD,Employed,0
Male,34.022140373761715,22553.596663781194,Single,citizen,higher,Employed,0
Female,80.0,18864.80077846611,Married,citizen,higher,Employed,0
Male,57.666838081074985,158009.5812542206,Married,citizen,higher,Others,0
Non-binary,61.52606792679313,17235.483643400363,Married,citizen,secondary,Unemployed,0
Male,52.37990230254744,35223.9395413072,Single,citizen,secondary,Employed,0
Male,20.906148173970628,4702.880651584338,Married,citizen,secondary,Employed,1
Female,50.924369554849605,31119.72839837778,Single,naturalised,secondary,Employed,0
Female,61.0939442176102,54920.5939080852,Married,citizen,primary,Retired,1
Female,32.19900788941333,14442.378658687967,Divorced,citizen,secondary,Employed,0
Female,59.4799000074169,2956.6799732700138,Married,citizen,higher,Employed,0
Female,55.56504314781118,21355.79872744103,Single,naturalised,higher,Retired,0
Male,72.78060067220505,22331.35626432555,Single,citizen,secondary,Employed,0
Non-binary,38.73325481229572,39311.01508298337,Married,foreigner,secondary,Employed,0
Non-binary,28.535835265864097,110053.55922599896,Married,citizen,higher,Others,1
Female,39.575578359411814,16251.769587475399,Divorced,citizen,higher,Employed,0
Male,66.53356489745435,11102.987564841378,Married,citizen,secondary,Retired,0
Female,18.0,8659.963258697459,Divorced,citizen,secondary,Others,0
Male,18.0,25808.59599774327,Divorced,citizen,secondary,Employed,0
Male,46.3409291839742,32321.354056010485,Single,naturalised,secondary,Retired,0
Male,38.36116060838766,14235.237510077994,Single,naturalised,higher,Employed,0
Female,45.11591839763527,41066.42663956718,Single,citizen,secondary,Retired,0
Female,59.17967656853798,31962.136967380837,Single,citizen,primary,Employed,0
Female,36.711459808217214,22801.5854935575,Widow/Widower,naturalised,primary,Others,1
Female,18.0,10700.740497237322,Married,citizen,PhD,Unemployed,0
Male,75.66722335799916,14980.558622719947,Married,citizen,secondary,Unemployed,0
Male,30.04157568841836,3153.271492267859,Married,citizen,primary,Retired,1
Male,29.114443169818536,26599.01998331143,Single,citizen,higher,Employed,0
Non-binary,61.55580020583895,22495.555402167927,Married,citizen,higher,Employed,0
Male,39.23266318437723,25611.152826240334,Divorced,citizen,higher,Employed,0
Female,44.04915221947784,32973.35903554248,Married,citizen,secondary,Employed,0
Female,52.24185186090477,29991.137164466705,Divorced,naturalised,PhD,Unemployed,1
Male,61.253746546649936,20164.79327302274,Married,citizen,primary,Retired,1
Female,39.998089602273424,22900.967430656638,Married,citizen,secondary,Employed,0
Female,67.79928008871448,7162.016587817732,Married,citizen,secondary,Employed,0
Female,18.0,13808.277131070481,Married,foreigner,primary,Retired,1
Non-binary,56.39680855429616,22934.023813497297,Married,citizen,secondary,Employed,0
Male,32.40708662973514,12225.963672713275,Divorced,citizen,higher,Unemployed,0
Male,65.58406974911986,43832.05318927826,Married,citizen,secondary,Employed,0
Female,47.130667182458176,13005.06707155163,Single,citizen,higher,Employed,0
Non-binary,34.90642001985898,26187.679446115617,Married,citizen,higher,Unemployed,1
Male,54.942616395324485,24179.308492922806,Married,citizen,higher,Employed,0
Female,58.39782520810877,40015.49667275091,Single,citizen,higher,Employed,0
Female,54.62841184287957,45280.55361231203,Married,foreigner,higher,Unemployed,1
Female,29.554556405504094,38377.479254165075,Divorced,citizen,higher,Employed,0
Male,37.739743145668726,4085.482187539627,Single,naturalised,higher,Employed,0
Female,44.93890744317847,57257.76345424596,Married,citizen,secondary,Others,0
Non-binary,44.381105210249096,74745.67121102556,Single,citizen,secondary,Unemployed,1
Male,56.24618213157522,14977.443363960085,Married,foreigner,primary,Employed,0
Male,18.0,26617.323179191106,Single,naturalised,higher,Employed,0
Non-binary,50.01490581830255,10800.3590280246,Divorced,citizen,secondary,Unemployed,1
Male,40.6502796834504,4634.563017107826,Divorced,citizen,secondary,Employed,0
Female,32.42249075424071,12198.00615645034,Married,foreigner,secondary,Employed,1
Female,33.86269833345601,14298.197629784729,Married,citizen,higher,Employed,0
Male,41.78193503223055,16582.76886285572,Single,citizen,PhD,Employed,0
Female,18.0,10227.840358368378,Widow/Widower,citizen,higher,Employed,0
Male,34.48065643812675,12249.73847231511,Divorced,citizen,higher,Unemployed,0
Female,31.8627776303056,21833.372846070288,Married,citizen,secondary,Employed,1
Male,52.991748139839366,11894.34568326347,Single,naturalised,secondary,Employed,0
Female,32.91709976234219,34023.932942387415,Divorced,citizen,secondary,Employed,1
Male,41.77329299744265,37999.50913472871,Married,foreigner,secondary,Retired,0
Male,68.13414941491953,147902.7433090581,Divorced,citizen,secondary,Employed,0
Non-binary,59.91527279723135,54205.84081298225,Married,citizen,PhD,Employed,0
Male,58.53407099915179,26755.155070217483,Married,citizen,secondary,Employed,0
Female,37.501913543837226,13410.436990611617,Married,foreigner,secondary,Employed,0
Male,53.145484189344785,27861.410699104876,Single,citizen,PhD,Employed,0
Female,41.49153299319609,28603.282642551712,Divorced,citizen,secondary,Employed,0
Male,42.058601839845934,14608.364122972267,Single,foreigner,secondary,Employed,0
Non-binary,51.14528015619825,41232.6260924762,Married,foreigner,secondary,Others,0
Female,36.04509617368601,7197.734395933021,Married,citizen,secondary,Unemployed,0
Male,67.39504656664805,18114.719731250487,Single,foreigner,higher,Retired,1
Male,42.59804790603094,34361.319152304866,Single,naturalised,secondary,Employed,1
Male,54.27540849389497,17499.589140080647,Single,citizen,higher,Retired,0
Female,66.83400718885947,18668.566959257885,Married,citizen,higher,Employed,0
Male,60.474806618627625,19727.547950725584,Single,citizen,secondary,Employed,0
Female,23.866213459642132,11288.265428217437,Divorced,citizen,primary,Employed,1
Male,51.67343842514826,56337.78609722524,Single,naturalised,higher,Retired,0
Male,57.760790916909706,9755.337620583638,Single,citizen,secondary,Employed,1
Female,58.37794533241123,28410.88035657334,Divorced,naturalised,secondary,Employed,0
Female,28.30057748828053,30666.260374751608,Single,naturalised,higher,Others,0
Male,35.14447144474014,10312.401499491152,Single,citizen,secondary,Employed,0
Male,59.91837353612432,23353.062329309476,Single,foreigner,PhD,Employed,0
Male,33.57359443976031,10639.132863724282,Married,naturalised,secondary,Employed,0
Female,40.504559150035284,67025.87246612189,Single,citizen,secondary,Employed,1
Female,68.63813714252954,8857.09091411247,Divorced,naturalised,higher,Retired,0
Female,44.283011244228156,13054.423549374187,Married,foreigner,primary,Employed,0
Female,34.09838793249236,8271.904016961775,Divorced,citizen,primary,Employed,0
Female,31.83573964705642,7434.16107904599,Single,foreigner,PhD,Employed,1
Female,49.99078994377782,78666.4650730658,Married,citizen,secondary,Employed,0
Female,25.002779872841867,34003.53399173003,Single,citizen,primary,Employed,1
Male,41.289960541553725,24642.6692211421,Married,naturalised,secondary,Employed,0
Male,49.99845802485033,13026.46621169798,Divorced,naturalised,primary,Others,0
Male,64.48724730821502,45528.30269639349,Married,naturalised,higher,Employed,0
Male,55.01322120554994,11391.49209734251,Divorced,citizen,secondary,Unemployed,0
Female,34.28902323026732,41560.74768155369,Single,citizen,higher,Others,0
Non-binary,62.6762897634558,10959.818265126536,Single,citizen,secondary,Employed,1
Male,40.50727443678784,13152.851240814818,Widow/Widower,citizen,PhD,Employed,0
Male,26.464454669258867,40401.65016948216,Married,citizen,secondary,Employed,0
Female,42.41937961101791,43961.163496235145,Single,naturalised,higher,Employed,0
Non-binary,66.57253801718554,35524.51665554178,Married,citizen,PhD,Retired,0
Male,47.478600750973875,9511.5364822497,Divorced,citizen,secondary,Employed,0
Female,45.1878279649468,15407.63596539853,Single,citizen,primary,Others,1
Male,69.5581746705428,24972.212681865298,Divorced,citizen,primary,Retired,0
Male,23.529677294183593,11165.402686358617,Divorced,citizen,PhD,Retired,0
Non-binary,25.716013289208416,65957.78585427921,Married,citizen,higher,Employed,0
Non-binary,20.76230293549752,3224.2074427443426,Married,citizen,PhD,Employed,1
Male,50.58972279720083,11813.62006594959,Single,citizen,higher,Employed,1
Non-binary,47.49739690672687,14652.215002174604,Single,citizen,secondary,Unemployed,1
Female,68.14104550919664,2263.9018098672586,Married,citizen,primary,Employed,0
Female,48.652126157051555,7208.5038317447115,Married,citizen,PhD,Retired,0
Female,38.93764260781046,36323.91468315845,Single,citizen,secondary,Employed,1
Female,45.026923093171604,22566.61564371926,Married,foreigner,secondary,Employed,0
Female,46.76561127691437,77536.86794424294,Divorced,citizen,secondary,Employed,0
Female,19.923580900077493,75824.83501643466,Divorced,naturalised,primary,Employed,1
Male,80.0,31145.875348596397,Single,naturalised,secondary,Employed,0
Male,52.79806527152867,28299.25050053457,Married,citizen,higher,Employed,0
Male,48.150124620338836,23219.43417290712,Married,citizen,primary,Employed,0
Female,54.227459764178704,2633.1454146001684,Single,foreigner,primary,Unemployed,1
Male,55.641164708799074,7218.138616787585,Widow/Widower,citizen,secondary,Employed,0
Female,42.89169771746352,23873.88356258804,Married,citizen,higher,Retired,0
Non-binary,35.53138295638949,36055.711647895696,Married,citizen,primary,Retired,1
Male,53.99176029482556,27770.67396968484,Married,citizen,primary,Employed,0
Female,50.78566260797179,10786.256169790224,Single,naturalised,PhD,Employed,0
Male,32.85164851365888,46626.53254368595,Single,foreigner,primary,Employed,0
Female,66.28553417050895,72110.52013800523,Married,citizen,primary,Employed,1
Male,49.40028054484475,46648.29609123992,Married,citizen,secondary,Retired,0
Female,55.94729043401446,48614.613970654995,Single,citizen,secondary,Others,0
Female,65.87881331519878,14081.531028721405,Married,foreigner,secondary,Employed,0
Non-binary,45.32833231747252,52090.991147810295,Single,citizen,higher,Others,0
Female,49.75428010476173,24750.647059224073,Divorced,naturalised,secondary,Unemployed,0
Female,57.15040857759175,33164.8023656427,Single,citizen,higher,Employed,0
Female,34.12708374299922,29505.898581627498,Single,naturalised,PhD,Employed,0
Female,45.81077494269002,19986.45984769367,Divorced,citizen,primary,Employed,0
Female,46.883228799767224,11070.044215876507,Divorced,foreigner,secondary,Employed,0
Male,30.659121724749085,20625.648830504182,Married,citizen,higher,Employed,0
Non-binary,79.76455183010818,48504.37572482272,Married,naturalised,secondary,Employed,0
Female,23.890598347613963,15472.497248001913,Divorced,citizen,higher,Employed,0
Female,25.528441444692632,45011.70338164824,Married,citizen,higher,Unemployed,0
Male,64.71339863555369,39721.84377905959,Divorced,citizen,secondary,Employed,0
Female,55.69899376194814,17341.367001621187,Married,citizen,primary,Employed,0
Male,29.61052773778833,66905.742727003,Divorced,citizen,primary,Employed,0
Female,54.109335226525396,16573.53894488857,Single,citizen,secondary,Employed,1
Male,67.01775667495964,73691.11319379658,Single,citizen,primary,Others,0
Female,44.546054136045214,31172.812049572443,Married,citizen,higher,Unemployed,1
Non-binary,80.0,21748.65651616261,Widow/Widower,citizen,secondary,Employed,1
Male,19.13907283697947,10826.573450792841,Married,citizen,higher,Retired,0
Non-binary,55.407351807886535,20524.85389477172,Married,citizen,secondary,Employed,0
Male,62.49792504331505,18713.348827169477,Married,citizen,higher,Employed,0
Female,58.370158524078704,8049.48096389621,Divorced,citizen,higher,Others,0
Female,41.934664100315274,18507.061886551288,Married,citizen,higher,Unemployed,1
Female,40.64337776983276,11579.104956121831,Single,naturalised,secondary,Retired,1
Female,51.66217756630886,35199.72028772002,Single,citizen,primary,Others,0
Female,57.23631729978104,62631.54729721516,Divorced,citizen,secondary,Employed,1
Male,54.03710154423545,8254.117609205547,Single,citizen,secondary,Employed,0
Male,60.60086836190084,86668.5353383573,Single,foreigner,PhD,Employed,0
Female,29.71695064399897,19873.832039585228,Single,citizen,secondary,Retired,0
Female,41.58343531314548,10096.891589546023,Single,naturalised,higher,Retired,1
Female,30.89976101814369,40384.60084835028,Married,citizen,higher,Retired,0
Female,39.208308358707875,15410.993808795114,Married,citizen,secondary,Employed,0
Male,60.228313377214576,20632.24988832556,Married,citizen,secondary,Retired,0
Female,46.61975881087843,15939.84781016745,Married,citizen,secondary,Retired,0
Male,80.0,11459.904472581098,Married,citizen,primary,Employed,1
Female,47.90109550784575,39308.56157536375,Single,citizen,higher,Employed,0
Male,45.895378208696044,17517.556361595198,Widow/Widower,foreigner,higher,Unemployed,1
Male,46.59274379160325,6979.123161170854,Married,citizen,secondary,Unemployed,1
Male,35.43286960710096,34229.670293042545,Single,citizen,secondary,Employed,0
Male,44.132450814336096,8396.1967897732,Single,naturalised,secondary,Employed,0
Female,61.91682040667469,8755.101708650085,Married,naturalised,secondary,Employed,1
Male,46.70956002191659,57187.176431980224,Single,citizen,secondary,Retired,0
Male,33.09810405174793,8458.508024722181,Widow/Widower,naturalised,higher,Others,0
Male,31.123730692820473,3452.4662663899717,Married,citizen,secondary,Others,0
Male,38.24697162501235,36253.42679059189,Single,citizen,secondary,Employed,0
Male,46.107951516163205,17273.162172153137,Married,citizen,primary,Retired,0
Male,62.90379803214393,18506.474134985227,Married,citizen,higher,Employed,0
Female,24.89267037950345,17126.798599438473,Single,citizen,secondary,Retired,0
Female,40.202605831668656,26511.554908313665,Divorced,citizen,secondary,Employed,0
Female,47.164650291526186,12062.112327495313,Single,citizen,secondary,Retired,0
Female,18.0,71746.32405687323,Married,citizen,secondary,Employed,1
Male,32.49602575550391,6761.605330379251,Divorced,naturalised,secondary,Retired,0
Female,34.80167190395721,31442.00237670838,Married,citizen,higher,Employed,0
Female,33.06044439224252,36816.33100774243,Single,citizen,secondary,Employed,0
Female,47.87834317532471,11995.40083233082,Married,naturalised,higher,Employed,0
Male,42.59160585747304,9710.979618413308,Divorced,naturalised,higher,Employed,0
Male,36.67070846098446,49698.964225587995,Single,naturalised,higher,Employed,0
Male,51.419439398289526,9969.756075276475,Divorced,citizen,secondary,Employed,0
Male,70.84612076469375,13557.143017887738,Married,citizen,higher,Employed,1
Female,69.58884775112628,44794.79237279464,Single,citizen,higher,Retired,0
Female,18.0,22647.233605541678,Single,citizen,secondary,Others,0
Female,53.656082757527095,5230.619837948834,Single,citizen,higher,Employed,0
Female,42.32965064904242,89111.82454914077,Single,citizen,primary,Employed,0
Female,47.327330142980344,14414.521183506795,Married,foreigner,primary,Employed,0
Female,39.02575449686177,15959.254638659639,Married,citizen,secondary,Employed,0
Non-binary,46.76382944830803,27027.966409325898,Married,citizen,PhD,Retired,0
Male,47.27111094108028,36317.73388023136,Divorced,citizen,higher,Employed,0
Male,36.315723639766155,105755.32317915461,Divorced,naturalised,higher,Unemployed,1
Male,31.554486782622288,5836.843776371286,Married,citizen,primary,Employed,0
Female,38.26956476070774,42649.11349573612,Divorced,citizen,secondary,Retired,0
Female,48.51388896685148,39911.02000077763,Married,foreigner,secondary,Others,0
Male,53.98494512526396,19737.350246960876,Married,naturalised,higher,Employed,0
Non-binary,57.8002346601022,41349.63841241811,Married,naturalised,primary,Others,0
Male,37.587149653996306,46509.84148912494,Divorced,foreigner,secondary,Employed,0
Non-binary,49.25766850954105,7291.24631020954,Single,citizen,PhD,Employed,1
Male,59.43753887929948,89305.04004134174,Married,naturalised,higher,Others,0
Male,62.483923427161926,6329.5865527863525,Single,citizen,higher,Retired,0
Female,44.11750718802717,8881.688595050973,Married,citizen,secondary,Employed,0
Male,41.68602412590581,17864.48354180627,Married,citizen,PhD,Employed,0
Male,47.86686350754588,102739.548615718,Married,citizen,higher,Employed,0
Male,27.754387906538913,17212.561158881694,Married,citizen,higher,Retired,0
Female,42.09585733446738,21470.88022549091,Divorced,citizen,PhD,Retired,0
Female,56.16879597709695,69262.7749690723,Single,citizen,PhD,Employed,0
Male,54.62920694165552,17322.222364922236,Married,citizen,secondary,Unemployed,1
Female,40.94598593454167,8580.527147141269,Married,citizen,primary,Employed,0
